ENSG00000003393	0.0784313725490196 0.123098039215686 0.259964457831325 0.385333333333333 0.38699724517907 0.514028710366194 0.112490196078431
ENSG00000003400	0.0349019607843137 0.250745098039216 0.785045555555556 0.426725490196078 0.0585912486659589 1.59659271073284 0.0573725490196078
ENSG00000003402	0.0403529411764706 0.454941176470588 1.17745048859935 0.448078431372549 0.00667396061269535 0.952665704303178 0.0761764705882353
ENSG00000003436	0.00625490196078431 0.15478431372549 0.645639411764706 0.364882352941176 0.0395555555555423 1.4569574801448 0.00815686274509804
ENSG00000003509	0.0870392156862745 0.113333333333333 0.474126865671642 0.38956862745098 0.0479302832244053 1.09108265994103 0.0929019607843137
ENSG00000003756	0.0497254901960784 0.339823529411765 0.769887159533074 0.482117647058824 0.0493603411513883 1.26911440355488 0.127725490196078
ENSG00000003987	0.0164901960784314 0.210764705882353 0.237318461538462 0.406333333333333 0.485033259423503 1.20274557312774 0.0356078431372549
ENSG00000003989	0.0304901960784314 0.125294117647059 0.58172066772655 0.396470588235294 1.06393351800554 0.493960226695479 0.0472745098039216
ENSG00000004059	0.113745098039216 0.341823529411765 0.325691935483871 0.470509803921569 0.0519580805295095 1.27125164777318 0.122411764705882
ENSG00000004139	0.128313725490196 0.443137254901961 0.678561417322834 0.515137254901961 0.141606648199447 1.37026783916036 0.129039215686275
ENSG00000004142	0.11543137254902 0.406254901960784 0.763087364620939 0.511156862745098 0.17072368421053 2.01350614404379 0.146941176470588
ENSG00000004399	0.105176470588235 0.546137254901961 0.384623366834171 0.57656862745098 0.168176795580103 1.23848492356852 0.129823529411765
ENSG00000004455	0.0102941176470588 0.293627450980392 1.03492655737705 0.466450980392157 0.116924778761068 1.39798586980878 0.0372549019607843
ENSG00000004468	0.00835294117647059 0.140588235294118 0.324696010638298 0.397196078431373 0.293450742982935 0.733881115998082 0.0107254901960784
ENSG00000004478	0.0597450980392157 0.328725490196078 0.406855636363636 0.481254901960784 0.312582781456954 1.63329682735181 0.0880196078431373
ENSG00000004487	0.0303137254901961 0.145745098039216 0.476175390625 0.378921568627451 0.0110928061504682 1.33676042403308 0.0943725490196078
ENSG00000004534	0.00145098039215686 0.180941176470588 0.367981028938907 0.426549019607843 0.00295566502463532 0.496817981320644 0.0546078431372549
ENSG00000004660	0.0425490196078431 0.382411764705882 0.811880236486487 0.563137254901961 1.04617079889807 0.847577256376985 0.0715882352941176
ENSG00000004700	0.059156862745098 0.101529411764706 0.736167312348668 0.372352941176471 0.299556541019959 -0.0617464989956586 0.0672156862745098
ENSG00000004766	0.028078431372549 0.0820980392156863 0.66649704797048 0.335705882352941 0.132039911308207 2.14028436359197 0.0483137254901961
ENSG00000004776	0.178274509803922 0.395705882352941 0.484636507936508 0.557882352941176 0.296646509070914 1.02093421827965 0.178392156862745
ENSG00000004777	0.127745098039216 0.464823529411765 0.347477108433735 0.562372549019608 0.301375894331317 0.873430235588402 0.165725490196078
ENSG00000004779	0.0229411764705882 0.24056862745098 0.741234146341463 0.46921568627451 0.0415426997245111 1.65478977964804 0.0597254901960784
ENSG00000004799	0.0242352941176471 0.18156862745098 0.374690528634361 0.383862745098039 0.316319824753554 0.522118473080181 0.0673529411764706
ENSG00000004809	0.0357254901960784 0.133313725490196 0.070279107505071 0.409078431372549 0.466629650194346 1.23869713857834 0.0300196078431373
ENSG00000004838	0.162098039215686 0.434960784313725 0.828817488789238 0.565764705882353 0.0471760797342116 2.41713916710433 0.239627450980392
ENSG00000004846	0.014 0.0966274509803922 0.17783451536643 0.36778431372549 0.573274917853226 0.618273297245253 0.0576274509803922
ENSG00000004864	0.00501960784313726 0.167921568627451 0.478641608391609 0.397843137254902 0.0110684931506942 1.12728365991951 0.0744509803921569
ENSG00000004866	0.00164705882352941 0.190470588235294 0.271012258064516 0.390607843137255 0.113224043715847 2.05462615290675 0.0298627450980392
ENSG00000004897	0.0422352941176471 0.124411764705882 0.955972258064516 0.38856862745098 0.343410852713185 0.839574330622934 0.0898627450980392
ENSG00000004939	0.0569411764705882 0.467843137254902 0.46208722741433 0.530764705882353 0.365475536008804 1.30878847091117 0.0684313725490196
ENSG00000004948	0.00725490196078431 0.0196274509803922 0.35005790960452 0.347098039215686 0.197956989247313 0.952870471345743 0.0278039215686274
ENSG00000004975	0.153705882352941 0.459941176470588 1.17148687258687 0.554705882352941 0.313168044077133 1.55171632698232 0.306450980392157
ENSG00000005001	0.0373137254901961 0.331705882352941 0.210848322147651 0.517725490196078 0.54015401540154 0.550960809687161 0.0380392156862745
ENSG00000005007	0.0892549019607843 0.456882352941176 0.798955287009063 0.541411764705882 0.248309705561613 1.76798938356408 0.125274509803922
ENSG00000005020	0.00470588235294118 0.0659019607843137 0.457001318681319 0.35443137254902 0.0220988339811214 -0.615868404249017 0.141686274509804
ENSG00000005059	0.000705882352941177 0.188882352941176 0.20803064516129 0.41121568627451 0.109268292682934 0.313819672771679 0.0187647058823529
ENSG00000005073	0.0831176470588235 0.705509803921569 1.02179877675841 0.533823529411765 0.284640883977905 1.57488992997623 0.353058823529412
ENSG00000005075	0.10321568627451 0.242921568627451 0.526212202380953 0.563372549019608 0.0724532224532198 1.08203850750121 0.111078431372549
ENSG00000005100	0.0665882352941176 0.271372549019608 0.523972206303725 0.448647058823529 0.132273972602739 1.13847123218594 0.0898235294117647
ENSG00000005102	0.015 0.449980392156863 0.61497201946472 0.505313725490196 0.407217058501912 0.944720759508671 0.080843137254902
ENSG00000005108	0.00845098039215686 0.0968627450980392 0.240209146341463 0.359392156862745 0.889542483660132 1.41556879436377 0.0502745098039216
ENSG00000005156	0.0714705882352941 0.300647058823529 0.5760953125 0.455529411764706 0.0274801061007958 1.97072319655314 0.112686274509804
ENSG00000005175	0.0391764705882353 0.119333333333333 0.342321766561514 0.368823529411765 0.0890728476821194 1.38510212414468 0.0554117647058824
ENSG00000005187	0.0119803921568627 0.0902549019607843 0.12400625 0.405 0.0628382109331848 0.666018219727663 0.0843529411764706
ENSG00000005189	0.0515294117647059 0.189627450980392 0.659178846153846 0.400823529411765 0.00397131825703113 1.62711689319194 0.0628627450980392
ENSG00000005194	0.0457843137254902 0.272254901960784 0.779702538071066 0.474509803921569 0.136207849640682 1.65747678342826 0.0563333333333333
ENSG00000005206	0.00792156862745098 0.479862745098039 0.26780667752443 0.585764705882353 0.364628099173553 1.03537040485593 0.0962745098039216
ENSG00000005238	0.118666666666667 0.280764705882353 0.330430952380952 0.483 0.170610079575591 0.954928072967395 0.185627450980392
ENSG00000005243	0.0357843137254902 0.424764705882353 0.685822888283379 0.50656862745098 0.0854776366648387 1.29655508789741 0.143039215686275
ENSG00000005249	0.00268627450980392 0.130470588235294 0.715847605633803 0.397745098039216 0.0983388704318848 1.27904695247518 0.0149019607843137
ENSG00000005339	0.0266666666666667 0.305862745098039 1.14330643274854 0.444274509803922 0.127722772277228 2.36578674046863 0.0441176470588235
ENSG00000005379	0.112823529411765 0.57078431372549 1.25986371428571 0.530392156862745 0.201429356789444 1.2523452213728 0.161058823529412
ENSG00000005381	0.078156862745098 0.40456862745098 0.14391246105919 0.45821568627451 0.293701657458562 1.30556853417563 0.0815882352941176
ENSG00000005421	0.0183921568627451 0.151137254901961 0.232617403314917 0.399372549019608 0.147280799112097 1.72175195635016 0.0283137254901961
ENSG00000005436	0.0431764705882353 0.0868823529411765 0.149923369565217 0.36243137254902 0.0855875831485641 0.980620649943379 0.0419411764705882
ENSG00000005448	0.094156862745098 0.42843137254902 0.444388194444444 0.496196078431373 0.020121614151473 2.16942056710289 0.11821568627451
ENSG00000005469	0.0383137254901961 0.0665882352941176 0.265966144200627 0.372705882352941 0.115367965367966 1.80364045898916 0.0546666666666667
ENSG00000005471	0.0499411764705882 0.13378431372549 0.224780409356725 0.380705882352941 0.197348066298346 1.21929003955349 0.0693921568627451
ENSG00000005483	0.027 0.0667254901960784 0.969222153846154 0.370764705882353 0.00897155361050569 1.58537953245392 0.0531372549019608
ENSG00000005486	0.0226862745098039 0.296941176470588 0.161145810055866 0.481294117647059 0.364576457645767 1.12345153492745 0.0208823529411765
ENSG00000005513	0.0323333333333333 0.457137254901961 0.335639611360239 0.603470588235294 0.282751091703057 1.02627539057866 0.0866666666666667
ENSG00000005700	0.0643529411764706 0.0761176470588235 0.282989776357827 0.349490196078431 0.124639289678125 0.315330073703792 0.0835098039215686
ENSG00000005801	0.0466862745098039 0.273862745098039 0.183294510739857 0.425019607843137 0.449416755037116 0.328636934391211 0.0390392156862745
ENSG00000005810	0.0623725490196078 0.0821176470588235 0.375833865814697 0.358137254901961 0.00432372505543411 1.84367605378929 0.0719019607843137
ENSG00000005812	0.0492352941176471 0.213137254901961 0.284810904255319 0.399509803921569 0.189891304347812 2.01792761613472 0.161509803921569
ENSG00000005844	0.0732156862745098 0.286588235294118 0.440253496503497 0.502450980392157 0.160063728093468 1.13994094582176 0.0607058823529412
ENSG00000005882	0.0779019607843137 0.413686274509804 0.743811749347259 0.535529411764706 0.763805358119186 1.31043173580226 0.105960784313725
ENSG00000005884	0.0736862745098039 0.451921568627451 0.812442076502732 0.528901960784314 0.600330943188074 1.4982043210529 0.115843137254902
ENSG00000005961	0.164941176470588 0.382490196078431 0.410329588014981 0.521450980392157 0.228275109170297 1.55394094504223 0.221490196078431
ENSG00000005981	0.0205882352941176 0.144980392156863 0.171905524861878 0.38056862745098 0.443732744340137 0.723944174289462 0.09
ENSG00000006007	0.070921568627451 0.208392156862745 0.247665384615385 0.419254901960784 0.0790471034109294 0.269334725861433 0.0976078431372549
ENSG00000006015	0.0660588235294118 0.443176470588235 0.533864845605701 0.560352941176471 0.276880834706212 0.274187625491475 0.121862745098039
ENSG00000006016	0.0643725490196078 0.405058823529412 0.403884210526316 0.559411764705882 0.279403644395362 0.28945014010945 0.119450980392157
ENSG00000006025	0.108176470588235 0.371647058823529 0.381513131313131 0.515 0.329676357652221 0.367235341041068 0.123352941176471
ENSG00000006042	0.0134313725490196 0.328901960784314 0.265723076923077 0.463980392156863 0.473706896551723 0.721348287754756 0.0552549019607843
ENSG00000006047	0.0973725490196078 0.355921568627451 0.479780169971671 0.526098039215686 0.509189777052749 0.71356929943466 0.18278431372549
ENSG00000006059	0.0476470588235294 0.332921568627451 0.175733529411765 0.46143137254902 0.0200438116100883 1.80460380941538 0.0724509803921569
ENSG00000006062	0 0.401392156862745 0.316064037854889 0.49843137254902 0.255687973997838 1.10482335382371 0.0976274509803922
ENSG00000006071	0.0330588235294118 0.392882352941176 0.317787589498807 0.48756862745098 0.646153846153846 0.516667638422002 0.0806862745098039
ENSG00000006116	0 0.156960784313725 0.299066395112016 0.445745098039216 0.837582417582418 0.248163073206123 0.0422352941176471
ENSG00000006118	0.110117647058824 0.585196078431373 0.631519088319088 0.529450980392157 0.221139101862003 0.862849172319548 0.124764705882353
ENSG00000006125	0.0313529411764706 0.0609607843137255 0.865763559322034 0.388098039215686 0.0856512141280318 1.11052868752514 0.0820588235294118
ENSG00000006128	0.00764705882352941 0.110117647058824 0.114202105263158 0.366960784313725 0.0966046002190586 -0.750850497735159 0.0272156862745098
ENSG00000006194	0.0725882352941176 0.383333333333333 1.00262049861496 0.476137254901961 0.714082191780822 1.7742773677795 0.076078431372549
ENSG00000006210	0.0292941176470588 0.358274509803922 0.389728744939271 0.500372549019608 0.304955947136577 1.46769587245448 0.025078431372549
ENSG00000006282	0.14956862745098 0.530588235294118 0.73956676056338 0.569313725490196 0.367342465753425 0.667788752323387 0.209823529411765
ENSG00000006283	0.115901960784314 0.484960784313725 0.421368533333333 0.56356862745098 0.419966905681181 0.757903321746808 0.210019607843137
ENSG00000006327	0.102078431372549 0.414196078431373 0.604090022675737 0.581039215686274 0.592793791574279 0.791539962322475 0.125921568627451
ENSG00000006377	0.036078431372549 0.554862745098039 0.616656730769231 0.461117647058824 0.711929631665759 1.01548180951563 0.315745098039216
ENSG00000006432	0.0152549019607843 0.206411764705882 0.269474553571429 0.436039215686275 0.294019933554821 0.327640663930145 0.035078431372549
ENSG00000006451	0.00633333333333333 0.181176470588235 0.736541987179487 0.393882352941176 0.0440022111663898 1.05851606194027 0.0336470588235294
ENSG00000006453	0.00319607843137255 0.290254901960784 0.170119382022472 0.452862745098039 0.0683488754799708 0.309457311056663 0.0231176470588235
ENSG00000006459	0.0241960784313725 0.0903333333333333 0.422010857142857 0.384333333333333 0.117853231106233 0.717817674987888 0.0526078431372549
ENSG00000006468	0.0111176470588235 0.0975686274509804 0.421683390410959 0.369137254901961 0.417007178354501 1.32373790030904 0.123921568627451
ENSG00000006530	0.0106666666666667 0.0940196078431373 0.216536569579288 0.38721568627451 0.101485965877811 2.17015112947793 0.0332549019607843
ENSG00000006534	0.0991764705882353 0.469901960784314 0.513082298850575 0.588294117647059 0.0939178082191655 1.36191959094453 0.099078431372549
ENSG00000006555	0.059 0.472823529411765 0.444178518518519 0.512725490196078 0.223858140784518 0.861185435246233 0.0652745098039216
ENSG00000006576	0.00784313725490196 0.124372549019608 0.974255140186916 0.381137254901961 0.0612582781456898 1.4753092222263 0.0333921568627451
ENSG00000006606	0.00558823529411765 0.23578431372549 0.163715073529412 0.481764705882353 0.380730897009969 -0.243939868192281 0.0165294117647059
ENSG00000006607	0.0432352941176471 0.180882352941176 0.547083448275862 0.439 0.000979858464889989 1.10768704798408 0.0329411764705882
ENSG00000006611	0.0557450980392157 0.471803921568627 0.437010875331565 0.516862745098039 0.809230769230769 0.260558866670533 0.0971372549019608
ENSG00000006625	0.0141764705882353 0.207745098039216 0.415819613259669 0.421862745098039 0.141299559471369 0.782538908713635 0.0250392156862745
ENSG00000006634	0.0397058823529412 0.152352941176471 0.553850308641975 0.381901960784314 0.101913613996715 2.23052650810981 0.0407647058823529
ENSG00000006638	0.114549019607843 0.378411764705882 0.299089380530973 0.586 0.755119825708062 0.267741789155608 0.137823529411765
ENSG00000006652	0.0273333333333333 0.171607843137255 1.03280756501182 0.390509803921569 0.208936170212763 0.214892339326886 0.0598823529411765
ENSG00000006659	0.0132352941176471 0.11378431372549 0.14131439688716 0.420352941176471 0.301385041551245 0.350685658877213 0
ENSG00000006695	0.0013921568627451 0.0949019607843137 0.174025825825826 0.357745098039216 0.21330376940133 0.674487952593135 0.0784705882352941
ENSG00000006704	0.0394509803921569 0.359509803921569 0.263590639269406 0.535176470588235 0.579205225911809 1.85130792204965 0.0490588235294118
ENSG00000006712	0.11656862745098 0.458549019607843 0.904726646706587 0.535647058823529 0.153490870032228 1.88755032437068 0.194294117647059
ENSG00000006715	0.00474509803921569 0.120980392156863 0.569030547550432 0.374607843137255 0.0152053274139845 0.792449956862175 0.0683333333333333
ENSG00000006740	0.00435294117647059 0.0683137254901961 0.103152078239609 0.399156862745098 0.314755896873289 0.235012421987528 0.0132549019607843
ENSG00000006744	0.0640196078431373 0.343294117647059 0.384475043936731 0.483588235294118 0.31150247660979 0.0548808723900043 0.0716470588235294
ENSG00000006747	0.0182941176470588 0.116607843137255 0.239760042283298 0.388725490196078 0.560765027322406 0.977996168038902 0.024843137254902
ENSG00000006788	0.0842941176470588 0.282509803921569 0.199257630979499 0.469764705882353 0.644481419855795 0.153161265705541 0.0941960784313726
ENSG00000006831	0.00335294117647059 0.138078431372549 0.446119550561798 0.394411764705882 0.421 0.899800296869249 0.044078431372549
ENSG00000006837	0.0255490196078431 0.108098039215686 0.525018507462687 0.404039215686274 0.0145221569674284 2.00364067465146 0.0472156862745098
ENSG00000007001	0 0.0982941176470588 0.15744289276808 0.39443137254902 0.325991189427304 0.909996697017196 0.0663333333333333
ENSG00000007038	0.0314509803921569 0.407078431372549 0.182282741116751 0.531058823529412 0.445978260869565 1.48709853573401 0.0505490196078431
ENSG00000007047	0.0311176470588235 0.264549019607843 0.673550444444445 0.515921568627451 0.394279427942798 0.493897914647216 0.0470588235294118
ENSG00000007062	0.0286666666666667 0.250411764705882 0.242992488262911 0.41943137254902 0.721151716500553 1.06864405787483 0.0255294117647059
ENSG00000007080	0.0131764705882353 0.28956862745098 0.420759113300493 0.537745098039216 0.286985172981876 0.943473343092482 0.0229019607843137
ENSG00000007129	0.018921568627451 0.278078431372549 0.264014759036145 0.436411764705882 0.260946094609455 1.34300453284151 0.00109803921568627
ENSG00000007168	0.000627450980392157 0.187098039215686 0.930116585365854 0.423686274509804 0.37808522412839 0.723950434337425 0.0199803921568627
ENSG00000007171	0.0687058823529412 0.464647058823529 0.230613131313131 0.515882352941176 0.155949086884333 0.656181387568382 0.0811176470588235
ENSG00000007174	0.0311372549019608 0.155823529411765 0.0716081775700935 0.43156862745098 0.423407729994556 0.960078321940007 0.0509607843137255
ENSG00000007202	0.164411764705882 0.244196078431373 0.260622083333333 0.467392156862745 0.0753591160221044 2.49918401817513 0.207882352941176
ENSG00000007216	0.0378823529411765 0.51521568627451 0.267587071240106 0.516294117647059 0.27899343544858 0.3906149528793 0.0937058823529412
ENSG00000007237	0.000117647058823529 0.357549019607843 0.737537346938775 0.477313725490196 1.39512735326689 1.01941983807122 0.0309019607843137
ENSG00000007255	0.0925294117647059 0.429294117647059 0.737974759615385 0.568254901960784 0.424245524296671 1.06874900280724 0.0940980392156863
ENSG00000007264	0.0690980392156863 0.397058823529412 0.428932762312634 0.568235294117647 0.818805309734513 1.20887720900373 0.0674901960784314
ENSG00000007306	0.0156470588235294 0.234235294117647 0.0794130641330166 0.447352941176471 0.367906718489727 0.957672871553773 0.00892156862745098
ENSG00000007312	0.110137254901961 0.417549019607843 0.488122037422038 0.536490196078431 0.312854030501103 1.31064019555046 0.123549019607843
ENSG00000007314	0.110509803921569 0.45856862745098 0.434946401985112 0.555470588235294 0.374680732926155 1.46775185840829 0.14743137254902
ENSG00000007341	0.017 0.109843137254902 0.267653870967742 0.375274509803922 0.113954771097649 0.785959043072326 0.0891764705882353
ENSG00000007372	0.0305882352941176 0.585058823529412 1.23449823529412 0.480705882352941 0.180485115766269 1.71373368626019 0.307078431372549
ENSG00000007376	0.219098039215686 0.500529411764706 0.576451966292135 0.63978431372549 0.113090128755365 1.87816389485542 0.118764705882353
ENSG00000007384	0.102745098039216 0.454470588235294 0.500440376569038 0.573607843137255 0 1.23121530143725 0.123725490196078
ENSG00000007392	0.0246666666666667 0.211490196078431 0.58762256097561 0.485725490196078 0 1.37234806921933 0.0576078431372549
ENSG00000007402	0.00229411764705882 0.474882352941176 0.220342603550296 0.561176470588235 0.0716877405167722 2.24674291494741 0.102058823529412
ENSG00000007516	0.121372549019608 0.410039215686274 0.725125187969925 0.602039215686274 0.208790016277808 1.21636481947059 0.165686274509804
ENSG00000007520	0.130333333333333 0.365901960784314 0.560953585657371 0.609117647058824 0.230642504118616 1.42651935244563 0.198156862745098
ENSG00000007541	0.118901960784314 0.524372549019608 0.513150980392157 0.643607843137255 0.00630530973451327 0.611704426128711 0.130823529411765
ENSG00000007545	0.0669607843137255 0.341313725490196 0.216949565217391 0.528725490196078 0.0177105831533479 2.17772417208469 0.0666470588235294
ENSG00000007866	0.0708823529411765 0.506843137254902 0.814287586206897 0.545039215686275 0.131067961165046 1.75390341637551 0.125254901960784
ENSG00000007908	0.0553725490196078 0.135647058823529 0.240486023622047 0.388980392156863 0.230904109589044 0.435411169883472 0.0515686274509804
ENSG00000007923	0.0233137254901961 0.22556862745098 0.85019297752809 0.457078431372549 0.0968923418423982 0.833380989415155 0.0493725490196078
ENSG00000007933	0.0330588235294118 0.0831960784313726 0.0531058823529412 0.374607843137255 0.217682591982443 0.660935461990825 0.0589411764705882
ENSG00000007944	0.0262352941176471 0.29278431372549 0.566785410334347 0.415411764705882 0.378527946873269 1.12637307075429 0.0858823529411765
ENSG00000007968	0.0257647058823529 0.334372549019608 0.372526216216216 0.503313725490196 0.379878385848537 0.850644177892149 0.0697843137254902
ENSG00000008083	0.00398039215686275 0.378058823529412 0.411765721649485 0.428294117647059 0.0671452236333522 1.15474073763689 0.0561372549019608
ENSG00000008118	0.0583137254901961 0.459843137254902 0.27308714953271 0.474019607843137 0.873189189189201 0.778411859109938 0.0834313725490196
ENSG00000008196	0.0276470588235294 0.493313725490196 0.598950546448088 0.429882352941176 0.03214089157953 1.06346250328465 0.257549019607843
ENSG00000008197	0.0118039215686275 0.0676862745098039 0.276705604719764 0.364352941176471 0.0410792951541871 1.18372647637164 0.0802941176470588
ENSG00000008226	0.0451372549019608 0.23821568627451 0.108338151658768 0.469 0.0664835164835138 0.796979135925203 0.0381960784313726
ENSG00000008256	0 0.297156862745098 0.191680049875312 0.424294117647059 0.0543250688705231 2.35927860336249 0.00984313725490196
ENSG00000008277	0.00131372549019608 0.0813921568627451 0.398083333333333 0.372607843137255 0.0316631130063872 0.51532596525653 0.0338627450980392
ENSG00000008282	0.0169411764705882 0.238509803921569 0.488083776595745 0.396392156862745 0.378814489571901 0.841526966718903 0.0771764705882353
ENSG00000008283	0.0671764705882353 0.42421568627451 0.498575852272727 0.52778431372549 0.372943125345111 1.86277071439892 0.151313725490196
ENSG00000008294	0.0162549019607843 0.144901960784314 0.583796703296703 0.385843137254902 0.0560572687224654 1.26229044544557 0.0528823529411765
ENSG00000008300	0.250333333333333 0.424156862745098 0.658413181818182 0.573980392156863 0.0434830230010912 2.15405209351122 0.267823529411765
ENSG00000008311	0.0428235294117647 0.0398823529411765 0.349736569579288 0.355196078431373 0.048458149779748 1.47330844061751 0.0534509803921569
ENSG00000008323	0.0874117647058824 0.552352941176471 0.795760941828255 0.523117647058824 1.2560706401766 0.804046134232529 0.0728039215686274
ENSG00000008324	0.0157450980392157 0.253725490196078 0.535599710982659 0.426705882352941 0.124628099173557 0.996843254069058 0.0651960784313726
ENSG00000008382	0.0729803921568628 0.418039215686275 0.596162443438914 0.571313725490196 0.418181818181818 0.754862256849176 0.0832549019607843
ENSG00000008394	0 0.0609411764705882 0.21216677852349 0.359039215686275 0.240044247787609 1.57235395249434 0.104666666666667
ENSG00000008405	0.00213725490196078 0.071921568627451 0.709274366197183 0.370333333333333 0.0783664459161282 1.05205970935112 0.027078431372549
ENSG00000008438	0.0493333333333333 0.304470588235294 0.446370776255708 0.503176470588235 0.624945533769066 -0.0327570462290443 0.0432941176470588
ENSG00000008441	0.0136666666666667 0.464470588235294 0.692378571428571 0.534294117647059 0.200657534246575 2.0018888405222 0.158921568627451
ENSG00000008513	0 0.480156862745098 0.391437769080235 0.491411764705882 1.72886426592796 0.362156156105809 0.0162941176470588
ENSG00000008516	0.0768823529411765 0.450862745098039 0.327992218543046 0.563980392156863 0.418302094818082 0.731544799461517 0.0615294117647059
ENSG00000008517	0.090921568627451 0.421117647058824 0.296219237147595 0.544019607843137 0.418561230093355 0.896096006724962 0.0571176470588235
ENSG00000008710	0.261705882352941 0.31156862745098 0.633867167919799 0.631490196078431 0.203384279475983 1.90806160398167 0.205666666666667
ENSG00000008735	0.0936274509803922 0.439313725490196 0.583224708624709 0.538607843137255 0.00010917030568048 0.467958588292958 0.0919411764705882
ENSG00000008838	0.0795882352941176 0.437627450980392 0.960341509433962 0.522254901960784 0.283370044052864 0.716650938685818 0.148823529411765
ENSG00000008853	0.0637647058823529 0.485745098039216 0.88193829787234 0.507882352941176 0.632630410654828 1.23814495535531 0.0879411764705882
ENSG00000008869	0.0551372549019608 0.077921568627451 0.396530025445293 0.382803921568627 0.0844617092119831 0.86858804641324 0.0673725490196078
ENSG00000008952	0.0264901960784314 0.16821568627451 0.357482303370786 0.382941176470588 0.181346578366474 1.02611218507407 0.0622156862745098
ENSG00000008988	0.00917647058823529 0.159941176470588 0.364206451612903 0.42578431372549 0.0804359673024585 1.42798137107666 0.049156862745098
ENSG00000009307	0.0553921568627451 0.182549019607843 0.989885245901639 0.38378431372549 0.081742967457239 1.43238191721761 0.143843137254902
ENSG00000009335	0.0350588235294118 0.154627450980392 0.336288782816229 0.40178431372549 0.0567032967033051 0.855115213534911 0.0840980392156863
